,state,value,age,gender,level
1565,Colorado,0.19661821895548143,2634,female,public
1566,Connecticut,0.26769388703804137,2634,female,public
1567,Delaware,0.26992420864913064,2634,female,public
1568,District of Columbia,0.15452136236801883,2634,female,public
1569,Florida,0.1544347784598747,2634,female,public
1570,Georgia,0.16643238725364132,2634,female,public
1571,Hawaii,0.23659253578732106,2634,female,public
1572,Idaho,0.233372089829624,2634,female,public
1573,Illinois,0.2202656136789857,2634,female,public
1574,Indiana,0.25197842219118816,2634,female,public
1575,Iowa,0.2535970914087773,2634,female,public
1576,Kansas,0.16382996817066356,2634,female,public
1577,Kentucky,0.3351726878778383,2634,female,public
1578,Louisiana,0.3695058781471455,2634,female,public
1579,Maine,0.26926711805600506,2634,female,public
1580,Maryland,0.21245091487493303,2634,female,public
1581,Massachusetts,0.24080924988230973,2634,female,public
1582,Michigan,0.30492105418435383,2634,female,public
1583,Minnesota,0.22395733333333334,2634,female,public
1584,Mississippi,0.19800320473314434,2634,female,public
1585,Missouri,0.19344744361528005,2634,female,public
1586,Montana,0.2884111827147718,2634,female,public
1587,Nebraska,0.17796742086419867,2634,female,public
1588,Nevada,0.24874966442285704,2634,female,public
1589,New Hampshire,0.16079608884782692,2634,female,public
1590,New Jersey,0.20682490090930286,2634,female,public
1591,New Mexico,0.3798653499412767,2634,female,public
1592,New York,0.2989873057313622,2634,female,public
1593,North Carolina,0.19817062303273011,2634,female,public
1594,North Dakota,0.13235076441606225,2634,female,public
1595,Ohio,0.2720910807617569,2634,female,public
1596,Oklahoma,0.2355141835038041,2634,female,public
1597,Oregon,0.2961800005315574,2634,female,public
1598,Pennsylvania,0.2517665743628715,2634,female,public
1599,Rhode Island,0.2515831639716061,2634,female,public
1600,South Carolina,0.21284646949519975,2634,female,public
1601,South Dakota,0.14839692819762196,2634,female,public
1602,Tennessee,0.21338176518144863,2634,female,public
1603,Texas,0.12099580485894225,2634,female,public
1604,Utah,0.10092535699931164,2634,female,public
1605,Vermont,0.27795706883789784,2634,female,public
1606,Virginia,0.20679921168560167,2634,female,public
1607,Washington,0.21988193422272065,2634,female,public
1608,West Virginia,0.3258348923966257,2634,female,public
1609,Wisconsin,0.2207584928361837,2634,female,public
1610,Wyoming,0.1650195680941521,2634,female,public
1611,Puerto Rico,0.5412917505477761,2634,female,public
1612,Alabama,0.16182231347057138,3544,female,public
1613,Alaska,0.22732102798221102,3544,female,public
1614,Arizona,0.18927618972794372,3544,female,public
1615,Arkansas,0.23960308176354322,3544,female,public
1616,California,0.24194291349499505,3544,female,public
1617,Colorado,0.18170227870352706,3544,female,public
1618,Connecticut,0.23673721152823568,3544,female,public
1619,Delaware,0.2085138299989285,3544,female,public
1620,District of Columbia,0.18402435438396209,3544,female,public
1621,Florida,0.15239805621586514,3544,female,public
1622,Georgia,0.14047718732595887,3544,female,public
1623,Hawaii,0.20654495497526054,3544,female,public
1624,Idaho,0.15622495009666315,3544,female,public
1625,Illinois,0.195010456082647,3544,female,public
1626,Indiana,0.21641686381893718,3544,female,public
1627,Iowa,0.20628643002968647,3544,female,public
1628,Kansas,0.11577608813798998,3544,female,public
1629,Kentucky,0.2909088964012153,3544,female,public
1630,Louisiana,0.3270263613303179,3544,female,public
1631,Maine,0.2241186503857493,3544,female,public
1632,Maryland,0.17101455314932373,3544,female,public
1633,Massachusetts,0.2512447586269438,3544,female,public
1634,Michigan,0.2621352419877906,3544,female,public
1635,Minnesota,0.2078189193809936,3544,female,public
1636,Mississippi,0.1740889875184512,3544,female,public
1637,Missouri,0.17273982923154194,3544,female,public
1638,Montana,0.2304108195774977,3544,female,public
1639,Nebraska,0.16461019455612552,3544,female,public
1640,Nevada,0.19151947698677252,3544,female,public
1641,New Hampshire,0.1486452149407498,3544,female,public
1642,New Jersey,0.1712160187748618,3544,female,public
1643,New Mexico,0.362206725415013,3544,female,public
1644,New York,0.280406209941156,3544,female,public
1645,North Carolina,0.16180882773833707,3544,female,public
1646,North Dakota,0.10209631952991623,3544,female,public
1647,Ohio,0.24581914890735912,3544,female,public
1648,Oklahoma,0.20185456320156173,3544,female,public
1649,Oregon,0.23863821690676815,3544,female,public
1650,Pennsylvania,0.2191264583769366,3544,female,public
1651,Rhode Island,0.2054706562219083,3544,female,public
1652,South Carolina,0.1823613594676388,3544,female,public
1653,South Dakota,0.10687802730074857,3544,female,public
1654,Tennessee,0.19012985801681415,3544,female,public
1655,Texas,0.09804927865787888,3544,female,public
1656,Utah,0.09838916906295614,3544,female,public
1657,Vermont,0.22780396778628953,3544,female,public
1658,Virginia,0.19116454898312427,3544,female,public
1659,Washington,0.18513781009766728,3544,female,public
1660,West Virginia,0.3022165964518997,3544,female,public
1661,Wisconsin,0.19248139345631707,3544,female,public
1662,Wyoming,0.08736910148674855,3544,female,public
1663,Puerto Rico,0.4877675766741597,3544,female,public
1664,Alabama,0.16081887005258133,4554,female,public
1665,Alaska,0.18802001053185888,4554,female,public
1666,Arizona,0.18290384575164007,4554,female,public
1667,Arkansas,0.20425642643989347,4554,female,public
1668,California,0.22782935285454028,4554,female,public
1669,Colorado,0.1541278093581211,4554,female,public
1670,Connecticut,0.18590924220570287,4554,female,public
1671,Delaware,0.16365958011342907,4554,female,public
1672,District of Columbia,0.18756271602185304,4554,female,public
1673,Florida,0.12105686149090802,4554,female,public
1674,Georgia,0.11861234565844299,4554,female,public
1675,Hawaii,0.19209751996637242,4554,female,public
1676,Idaho,0.12213649416060403,4554,female,public
1677,Illinois,0.16931421428654528,4554,female,public
1678,Indiana,0.18544380685241335,4554,female,public
1679,Iowa,0.16923682582531915,4554,female,public
1680,Kansas,0.09934947870047024,4554,female,public
1681,Kentucky,0.26940383265935053,4554,female,public
1682,Louisiana,0.28485385164344507,4554,female,public
1683,Maine,0.19491685563114133,4554,female,public
1684,Maryland,0.15838567316917174,4554,female,public
1685,Massachusetts,0.22110458098531768,4554,female,public
1686,Michigan,0.20841292209873905,4554,female,public
1687,Minnesota,0.16404210838827793,4554,female,public
1688,Mississippi,0.17074138277696568,4554,female,public
1689,Missouri,0.14608814145174157,4554,female,public
1690,Montana,0.1881396601537633,4554,female,public
1691,Nebraska,0.11831625793889945,4554,female,public
1692,Nevada,0.1682925596441569,4554,female,public
1693,New Hampshire,0.12185953559192995,4554,female,public
1694,New Jersey,0.16225473122024847,4554,female,public
1695,New Mexico,0.3027561328769072,4554,female,public
1696,New York,0.2657482243651805,4554,female,public
1697,North Carolina,0.13169079096340422,4554,female,public
1698,North Dakota,0.1610375948175627,4554,female,public
1699,Ohio,0.19658979223332038,4554,female,public
1700,Oklahoma,0.1818666267363099,4554,female,public
1701,Oregon,0.21031924809693958,4554,female,public
1702,Pennsylvania,0.19020959302823517,4554,female,public
1703,Rhode Island,0.2389694586124255,4554,female,public
1704,South Carolina,0.1513910098728629,4554,female,public
1705,South Dakota,0.12137258610183026,4554,female,public
1706,Tennessee,0.15229061260807292,4554,female,public
1707,Texas,0.09096503896292282,4554,female,public
1708,Utah,0.0877036565302765,4554,female,public
1709,Vermont,0.21696582901209946,4554,female,public
1710,Virginia,0.1639634508484357,4554,female,public
1711,Washington,0.15761728351710091,4554,female,public
1712,West Virginia,0.24028695865649521,4554,female,public
1713,Wisconsin,0.15351892751971122,4554,female,public
1714,Wyoming,0.08652648806347173,4554,female,public
1715,Puerto Rico,0.46037922537556253,4554,female,public
1716,Alabama,0.2471252636592502,5564,female,public
1717,Alaska,0.18533986175115208,5564,female,public
1718,Arizona,0.20974712868557607,5564,female,public
1719,Arkansas,0.31181961195595176,5564,female,public
1720,California,0.2667185506268155,5564,female,public
1721,Colorado,0.19347751277232178,5564,female,public
1722,Connecticut,0.20936824534818427,5564,female,public
1723,Delaware,0.2726148198395914,5564,female,public
1724,District of Columbia,0.3653230568418436,5564,female,public
1725,Florida,0.1692541003175516,5564,female,public
1726,Georgia,0.18903052593826278,5564,female,public
1727,Hawaii,0.20158420778278902,5564,female,public
1728,Idaho,0.1841225090183168,5564,female,public
1729,Illinois,0.2043721409478489,5564,female,public
1730,Indiana,0.23822190236973068,5564,female,public
1731,Iowa,0.19839594344378067,5564,female,public
1732,Kansas,0.1536180747232735,5564,female,public
1733,Kentucky,0.32792313665901307,5564,female,public
1734,Louisiana,0.33547055688872746,5564,female,public
1735,Maine,0.22380287889714076,5564,female,public
1736,Maryland,0.20227734278704498,5564,female,public
1737,Massachusetts,0.24080731773914626,5564,female,public
1738,Michigan,0.2587110636263289,5564,female,public
1739,Minnesota,0.18219271384192837,5564,female,public
1740,Mississippi,0.2678746327130264,5564,female,public
1741,Missouri,0.22041638450452328,5564,female,public
1742,Montana,0.2175689763013413,5564,female,public
1743,Nebraska,0.15630393453825464,5564,female,public
1744,Nevada,0.22961577850581097,5564,female,public
1745,New Hampshire,0.15760731290662597,5564,female,public
1746,New Jersey,0.18994405486435945,5564,female,public
1747,New Mexico,0.3396433925168172,5564,female,public
1748,New York,0.29619814777129566,5564,female,public
1749,North Carolina,0.18376020041734764,5564,female,public
1750,North Dakota,0.14620517675309982,5564,female,public
1751,Ohio,0.23594997642352672,5564,female,public
1752,Oklahoma,0.24188868928640708,5564,female,public
1753,Oregon,0.2572665574537795,5564,female,public
1754,Pennsylvania,0.23758031050361283,5564,female,public
1755,Rhode Island,0.23878446440625162,5564,female,public
1756,South Carolina,0.21143809505772349,5564,female,public
1757,South Dakota,0.15226753150087724,5564,female,public
1758,Tennessee,0.2136858160511379,5564,female,public
1759,Texas,0.14978104777945217,5564,female,public
1760,Utah,0.13947325900791727,5564,female,public
1761,Vermont,0.21590074108286272,5564,female,public
1762,Virginia,0.2071111032236883,5564,female,public
1763,Washington,0.20713006758953773,5564,female,public
1764,West Virginia,0.365638106650689,5564,female,public
1765,Wisconsin,0.1773913129991618,5564,female,public
1766,Wyoming,0.1549901836860931,5564,female,public
1767,Puerto Rico,0.5351107789135725,5564,female,public
1768,Alabama,0.9570818233314906,6574,female,public
1769,Alaska,0.9448517007637334,6574,female,public
1770,Arizona,0.9392584359391674,6574,female,public
1771,Arkansas,0.9649143483461894,6574,female,public
1772,California,0.9160457698565608,6574,female,public
1773,Colorado,0.94184829289242,6574,female,public
1774,Connecticut,0.9235757027687453,6574,female,public
1775,Delaware,0.9510630733129489,6574,female,public
1776,District of Columbia,0.9213483146067416,6574,female,public
1777,Florida,0.9377055689472618,6574,female,public
1778,Georgia,0.9328076183446672,6574,female,public
1779,Hawaii,0.9231804983139753,6574,female,public
1780,Idaho,0.9604982883225561,6574,female,public
1781,Illinois,0.9232587029685818,6574,female,public
1782,Indiana,0.9472396877695218,6574,female,public
1783,Iowa,0.9644941324804368,6574,female,public
1784,Kansas,0.9483119192125914,6574,female,public
1785,Kentucky,0.9591480955323025,6574,female,public
1786,Louisiana,0.9525858195103843,6574,female,public
1787,Maine,0.9556926413569449,6574,female,public
1788,Maryland,0.8939187338485906,6574,female,public
1789,Massachusetts,0.911741828296686,6574,female,public
1790,Michigan,0.9613209425821441,6574,female,public
1791,Minnesota,0.942533603507926,6574,female,public
1792,Mississippi,0.967243247191148,6574,female,public
1793,Missouri,0.9523454124376508,6574,female,public
1794,Montana,0.9523663952421977,6574,female,public
1795,Nebraska,0.9440752617548198,6574,female,public
1796,Nevada,0.9256702455495233,6574,female,public
1797,New Hampshire,0.9439335341997571,6574,female,public
1798,New Jersey,0.9072009593602147,6574,female,public
1799,New Mexico,0.9536880317987915,6574,female,public
1800,New York,0.935891864610294,6574,female,public
1801,North Carolina,0.9550052581910842,6574,female,public
1802,North Dakota,0.9728864670405248,6574,female,public
1803,Ohio,0.9366326381799621,6574,female,public
1804,Oklahoma,0.9538991068252396,6574,female,public
1805,Oregon,0.9548494204899847,6574,female,public
1806,Pennsylvania,0.946274477318057,6574,female,public
1807,Rhode Island,0.926380651621351,6574,female,public
1808,South Carolina,0.9624691268561628,6574,female,public
1809,South Dakota,0.9662398137369034,6574,female,public
1810,Tennessee,0.9598933644815112,6574,female,public
1811,Texas,0.9185086001603495,6574,female,public
1812,Utah,0.9361725034220766,6574,female,public
1813,Vermont,0.9581910284915305,6574,female,public
1814,Virginia,0.93431925154197,6574,female,public
1815,Washington,0.9280656956182941,6574,female,public
1816,West Virginia,0.969459063066172,6574,female,public
1817,Wisconsin,0.9610142978359876,6574,female,public
1818,Wyoming,0.9484136174154701,6574,female,public
1819,Puerto Rico,0.9541096212655845,6574,female,public
1820,Alabama,0.9882649226040285,o75,female,public
1821,Alaska,0.9785364294844482,o75,female,public
1822,Arizona,0.9851123022868176,o75,female,public
1823,Arkansas,0.9909394992368395,o75,female,public
1824,California,0.9748122755026303,o75,female,public
1825,Colorado,0.9843162525433446,o75,female,public
1826,Connecticut,0.983117190222532,o75,female,public
1827,Delaware,0.9900318895060295,o75,female,public
1828,District of Columbia,0.9688610898618548,o75,female,public
1829,Florida,0.9747180641792683,o75,female,public
1830,Georgia,0.9837512814656248,o75,female,public
1831,Hawaii,0.9851777745600063,o75,female,public
1832,Idaho,0.9906174994545058,o75,female,public
1833,Illinois,0.9795797625949532,o75,female,public
1834,Indiana,0.989413042634907,o75,female,public
1835,Iowa,0.9918690472544636,o75,female,public
1836,Kansas,0.9910560653857183,o75,female,public
1837,Kentucky,0.9867862035479563,o75,female,public
1838,Louisiana,0.9837213584523494,o75,female,public
1839,Maine,0.9859362344451807,o75,female,public
1840,Maryland,0.9772931636463793,o75,female,public
1841,Massachusetts,0.9712407009367697,o75,female,public
1842,Michigan,0.9908982842933713,o75,female,public
1843,Minnesota,0.9921542461403953,o75,female,public
1844,Mississippi,0.9913938902787076,o75,female,public
1845,Missouri,0.9872069331193873,o75,female,public
1846,Montana,0.992208642514186,o75,female,public
1847,Nebraska,0.9875489246798587,o75,female,public
1848,Nevada,0.9733051171566253,o75,female,public
1849,New Hampshire,0.9839980101152475,o75,female,public
1850,New Jersey,0.9783554084728793,o75,female,public
1851,New Mexico,0.9864289376484499,o75,female,public
1852,New York,0.986114696302721,o75,female,public
1853,North Carolina,0.9872348151562129,o75,female,public
1854,North Dakota,0.9920592718635897,o75,female,public
1855,Ohio,0.9845566942094751,o75,female,public
1856,Oklahoma,0.9873426992476196,o75,female,public
1857,Oregon,0.9846081651806664,o75,female,public
1858,Pennsylvania,0.9870245373084331,o75,female,public
1859,Rhode Island,0.9849360039893617,o75,female,public
1860,South Carolina,0.9913674607552159,o75,female,public
1861,South Dakota,0.9906357516828721,o75,female,public
1862,Tennessee,0.9901584297002202,o75,female,public
1863,Texas,0.9687900055433784,o75,female,public
1864,Utah,0.9925487972786912,o75,female,public
1865,Vermont,0.9893258062422945,o75,female,public
1866,Virginia,0.9794338502066905,o75,female,public
1867,Washington,0.9856985396371927,o75,female,public
1868,West Virginia,0.9937142092912984,o75,female,public
1869,Wisconsin,0.9912452167575,o75,female,public
1870,Wyoming,0.9937680215793879,o75,female,public
1871,Puerto Rico,0.973248907868257,o75,female,public
1872,Alabama,0.4661898348819049,u6,male,employer
1873,Alaska,0.46030567832922836,u6,male,employer
1874,Arizona,0.5112344219048486,u6,male,employer
1875,Arkansas,0.41291881027456623,u6,male,employer
1876,California,0.5095127116008905,u6,male,employer
1877,Colorado,0.5380664684201709,u6,male,employer
1878,Connecticut,0.5749768946395564,u6,male,employer
1879,Delaware,0.5439032729307183,u6,male,employer
1880,District of Columbia,0.6483162759986795,u6,male,employer
1881,Florida,0.40189663361124306,u6,male,employer
1882,Georgia,0.4494801323726148,u6,male,employer
1883,Hawaii,0.5087222697649925,u6,male,employer
1884,Idaho,0.5166966494265797,u6,male,employer
1885,Illinois,0.5987750499592743,u6,male,employer
1886,Indiana,0.5313258164696854,u6,male,employer
1887,Iowa,0.5682912956149239,u6,male,employer
1888,Kansas,0.558933948613664,u6,male,employer
1889,Kentucky,0.43252791927307044,u6,male,employer
1890,Louisiana,0.3650504992374759,u6,male,employer
1891,Maine,0.5688391608391609,u6,male,employer
1892,Maryland,0.5644570754363623,u6,male,employer
1893,Massachusetts,0.629366458460527,u6,male,employer
1894,Michigan,0.5692448754409685,u6,male,employer
1895,Minnesota,0.6271888561803891,u6,male,employer
1896,Mississippi,0.37594260267194457,u6,male,employer
1897,Missouri,0.5195884520602637,u6,male,employer
1898,Montana,0.45108791273239107,u6,male,employer
1899,Nebraska,0.6255710794730132,u6,male,employer
1900,Nevada,0.4711163153786105,u6,male,employer
1901,New Hampshire,0.6525572255563227,u6,male,employer
1902,New Jersey,0.5848491186230104,u6,male,employer
1903,New Mexico,0.3017256268940286,u6,male,employer
1904,New York,0.49461820186665617,u6,male,employer
1905,North Carolina,0.4508071358701233,u6,male,employer
1906,North Dakota,0.6776800655107345,u6,male,employer
1907,Ohio,0.5357466647789229,u6,male,employer
1908,Oklahoma,0.3998790695146475,u6,male,employer
1909,Oregon,0.5800075437174477,u6,male,employer
1910,Pennsylvania,0.550915869906716,u6,male,employer
1911,Rhode Island,0.5963555580551728,u6,male,employer
1912,South Carolina,0.428423936316867,u6,male,employer
1913,South Dakota,0.5738159220691972,u6,male,employer
1914,Tennessee,0.44637820786748195,u6,male,employer
1915,Texas,0.45472887573335347,u6,male,employer
1916,Utah,0.6759334302163099,u6,male,employer
1917,Vermont,0.6117640145728053,u6,male,employer
1918,Virginia,0.565498615431951,u6,male,employer
1919,Washington,0.5416718127643808,u6,male,employer
1920,West Virginia,0.4886594066841908,u6,male,employer
1921,Wisconsin,0.6095986833252249,u6,male,employer
1922,Wyoming,0.4979177363226653,u6,male,employer
1923,Puerto Rico,0.2065935435622585,u6,male,employer
1924,Alabama,0.4809707718336153,618,male,employer
1925,Alaska,0.4674805179412723,618,male,employer
1926,Arizona,0.5097511768661735,618,male,employer
1927,Arkansas,0.4434018949080757,618,male,employer
1928,California,0.5002250729442328,618,male,employer
1929,Colorado,0.5695272276698925,618,male,employer
1930,Connecticut,0.5711915492758443,618,male,employer
1931,Delaware,0.5507431869498545,618,male,employer
1932,District of Columbia,0.5514144484927247,618,male,employer
1933,Florida,0.4364088785904758,618,male,employer
1934,Georgia,0.48464853095917493,618,male,employer
1935,Hawaii,0.5615437314455355,618,male,employer
1936,Idaho,0.5816359015588494,618,male,employer
1937,Illinois,0.5899340671036851,618,male,employer
1938,Indiana,0.5789356274793168,618,male,employer
1939,Iowa,0.6162565115861326,618,male,employer
1940,Kansas,0.6095319292804198,618,male,employer
1941,Kentucky,0.5119310742156812,618,male,employer
1942,Louisiana,0.4157394675882914,618,male,employer
1943,Maine,0.5713376761096803,618,male,employer
1944,Maryland,0.5807267000982027,618,male,employer
1945,Massachusetts,0.6379934084463862,618,male,employer
1946,Michigan,0.608784470224661,618,male,employer
1947,Minnesota,0.6527206089653228,618,male,employer
1948,Mississippi,0.3969332935382779,618,male,employer
1949,Missouri,0.5631407009005085,618,male,employer
1950,Montana,0.5090565630397237,618,male,employer
1951,Nebraska,0.606156921211724,618,male,employer
1952,Nevada,0.5379358306862395,618,male,employer
1953,New Hampshire,0.6433537138810481,618,male,employer
1954,New Jersey,0.6010513052055766,618,male,employer
1955,New Mexico,0.35368122518434486,618,male,employer
1956,New York,0.5110010296757841,618,male,employer
1957,North Carolina,0.4772337840192124,618,male,employer
1958,North Dakota,0.69467255334805,618,male,employer
1959,Ohio,0.5897820660252994,618,male,employer
1960,Oklahoma,0.44590449532196513,618,male,employer
1961,Oregon,0.5669779494144671,618,male,employer
1962,Pennsylvania,0.5708629066773485,618,male,employer
1963,Rhode Island,0.5964114927083745,618,male,employer
1964,South Carolina,0.46581806359556044,618,male,employer
1965,South Dakota,0.6011815453863466,618,male,employer
1966,Tennessee,0.4995634893674842,618,male,employer
1967,Texas,0.4759525978182732,618,male,employer
1968,Utah,0.6740285400658617,618,male,employer
1969,Vermont,0.5701116482012234,618,male,employer
1970,Virginia,0.5744233282122218,618,male,employer
1971,Washington,0.5627144215431279,618,male,employer
1972,West Virginia,0.5339780731040128,618,male,employer
1973,Wisconsin,0.6513127089614156,618,male,employer
1974,Wyoming,0.5812405801640275,618,male,employer
1975,Puerto Rico,0.265521051487959,618,male,employer
1976,Alabama,0.5914161873300485,1925,male,employer
1977,Alaska,0.5470267101454586,1925,male,employer
1978,Arizona,0.5556693783268053,1925,male,employer
1979,Arkansas,0.5499963917153785,1925,male,employer
1980,California,0.5210505898728978,1925,male,employer
1981,Colorado,0.6121381617538535,1925,male,employer
1982,Connecticut,0.5871966573338316,1925,male,employer
1983,Delaware,0.5737745158202214,1925,male,employer
1984,District of Columbia,0.5049668874172185,1925,male,employer
1985,Florida,0.49883507424076934,1925,male,employer
1986,Georgia,0.5647289668843518,1925,male,employer
1987,Hawaii,0.6378564699837287,1925,male,employer
1988,Idaho,0.6093228381622285,1925,male,employer
1989,Illinois,0.6213993395309916,1925,male,employer
1990,Indiana,0.6252830683234736,1925,male,employer
1991,Iowa,0.6485821499885632,1925,male,employer
1992,Kansas,0.6228157524996931,1925,male,employer
1993,Kentucky,0.5936766016534786,1925,male,employer
1994,Louisiana,0.505575992050908,1925,male,employer
1995,Maine,0.6176454842336313,1925,male,employer
1996,Maryland,0.6134602559623996,1925,male,employer
1997,Massachusetts,0.6370510511419534,1925,male,employer
1998,Michigan,0.6446080795503372,1925,male,employer
1999,Minnesota,0.6643107455959222,1925,male,employer
2000,Mississippi,0.5537560961278571,1925,male,employer
2001,Missouri,0.6380659820049077,1925,male,employer
2002,Montana,0.5642984118302046,1925,male,employer
2003,Nebraska,0.6098572799603728,1925,male,employer
2004,Nevada,0.5861377294773049,1925,male,employer
2005,New Hampshire,0.673840805684781,1925,male,employer
2006,New Jersey,0.6161408017383446,1925,male,employer
2007,New Mexico,0.4617106230955133,1925,male,employer
2008,New York,0.561799971787276,1925,male,employer
2009,North Carolina,0.5613634219711342,1925,male,employer
2010,North Dakota,0.7198572649143087,1925,male,employer
2011,Ohio,0.6408176464778886,1925,male,employer
2012,Oklahoma,0.5272787226478575,1925,male,employer
2013,Oregon,0.5958290139642661,1925,male,employer
2014,Pennsylvania,0.6475820084964744,1925,male,employer
2015,Rhode Island,0.6616975663980309,1925,male,employer
2016,South Carolina,0.589779454230436,1925,male,employer
2017,South Dakota,0.6426904761904761,1925,male,employer
2018,Tennessee,0.6030368626259558,1925,male,employer
2019,Texas,0.5170180842367403,1925,male,employer
2020,Utah,0.6687815194403774,1925,male,employer
2021,Vermont,0.5971728081321473,1925,male,employer
2022,Virginia,0.6220383716829763,1925,male,employer
2023,Washington,0.6193958986997901,1925,male,employer
2024,West Virginia,0.6144752774344955,1925,male,employer
2025,Wisconsin,0.6783619706390963,1925,male,employer
2026,Wyoming,0.596496196795598,1925,male,employer
2027,Puerto Rico,0.29887875944355785,1925,male,employer
2028,Alabama,0.6314443081260278,2634,male,employer
2029,Alaska,0.555868504224807,2634,male,employer
2030,Arizona,0.617121500722763,2634,male,employer
2031,Arkansas,0.5673188511444817,2634,male,employer
2032,California,0.599184859126502,2634,male,employer
2033,Colorado,0.6632187528334932,2634,male,employer
2034,Connecticut,0.6395610579628588,2634,male,employer
2035,Delaware,0.6304809311177806,2634,male,employer
2036,District of Columbia,0.7621102143715209,2634,male,employer
2037,Florida,0.538089070000807,2634,male,employer
2038,Georgia,0.5798476473767915,2634,male,employer
2039,Hawaii,0.6924464547743091,2634,male,employer
2040,Idaho,0.6052396520773894,2634,male,employer
2041,Illinois,0.6853457709450983,2634,male,employer
2042,Indiana,0.663652999979723,2634,male,employer
2043,Iowa,0.7008720397058742,2634,male,employer
2044,Kansas,0.6859494494433056,2634,male,employer
2045,Kentucky,0.6241454253475238,2634,male,employer
2046,Louisiana,0.5213797623526841,2634,male,employer
2047,Maine,0.6096249495899987,2634,male,employer
2048,Maryland,0.6536546599175036,2634,male,employer
2049,Massachusetts,0.6864304346524783,2634,male,employer
2050,Michigan,0.6524611065602035,2634,male,employer
2051,Minnesota,0.727575859622115,2634,male,employer
2052,Mississippi,0.6021047138632806,2634,male,employer
2053,Missouri,0.6774565528752354,2634,male,employer
2054,Montana,0.5601093735598636,2634,male,employer
2055,Nebraska,0.7092860352620867,2634,male,employer
2056,Nevada,0.5928832993900113,2634,male,employer
2057,New Hampshire,0.7054269281816841,2634,male,employer
2058,New Jersey,0.6356660893923478,2634,male,employer
2059,New Mexico,0.5101794026537678,2634,male,employer
2060,New York,0.6058324832316935,2634,male,employer
2061,North Carolina,0.6038431731543004,2634,male,employer
2062,North Dakota,0.7380509471925895,2634,male,employer
2063,Ohio,0.6514653179865522,2634,male,employer
2064,Oklahoma,0.5711469829719614,2634,male,employer
2065,Oregon,0.6290748570470673,2634,male,employer
2066,Pennsylvania,0.6752289991897317,2634,male,employer
2067,Rhode Island,0.6406600002928129,2634,male,employer
2068,South Carolina,0.6091209724111719,2634,male,employer
2069,South Dakota,0.6472365204602818,2634,male,employer
2070,Tennessee,0.6217965373077923,2634,male,employer
2071,Texas,0.5839685229148083,2634,male,employer
2072,Utah,0.6918198066878373,2634,male,employer
2073,Vermont,0.6027357307434305,2634,male,employer
2074,Virginia,0.6600782324764225,2634,male,employer
2075,Washington,0.692330171887038,2634,male,employer
2076,West Virginia,0.6016128129025032,2634,male,employer
2077,Wisconsin,0.7128552904177783,2634,male,employer
2078,Wyoming,0.5779409560917129,2634,male,employer
2079,Puerto Rico,0.3069694249587198,2634,male,employer
2080,Alabama,0.6612277375561166,3544,male,employer
2081,Alaska,0.6220655942704485,3544,male,employer
2082,Arizona,0.651411149825784,3544,male,employer
2083,Arkansas,0.6316326584014109,3544,male,employer
2084,California,0.6321221518727372,3544,male,employer
2085,Colorado,0.6831747301624821,3544,male,employer
2086,Connecticut,0.690427357213114,3544,male,employer
2087,Delaware,0.6637663042584339,3544,male,employer
2088,District of Columbia,0.826537727539636,3544,male,employer
2089,Florida,0.5702952008515628,3544,male,employer
2090,Georgia,0.6278865307886882,3544,male,employer
2091,Hawaii,0.7381030373541472,3544,male,employer
2092,Idaho,0.6602208855919844,3544,male,employer
2093,Illinois,0.7167674881888711,3544,male,employer
2094,Indiana,0.6941720451724356,3544,male,employer
2095,Iowa,0.7240449017035422,3544,male,employer
2096,Kansas,0.719673900784636,3544,male,employer
2097,Kentucky,0.653924205782731,3544,male,employer
2098,Louisiana,0.6127850898528165,3544,male,employer
2099,Maine,0.6488222448002429,3544,male,employer
2100,Maryland,0.690470001299727,3544,male,employer
2101,Massachusetts,0.7196549491313367,3544,male,employer
2102,Michigan,0.6776832547860585,3544,male,employer
2103,Minnesota,0.7397442014139595,3544,male,employer
2104,Mississippi,0.6091307560825638,3544,male,employer
2105,Missouri,0.7073981434590478,3544,male,employer
2106,Montana,0.6185069881433397,3544,male,employer
2107,Nebraska,0.7212923225509974,3544,male,employer
2108,Nevada,0.6252291978866257,3544,male,employer
2109,New Hampshire,0.7514936253713509,3544,male,employer
2110,New Jersey,0.6927145215731718,3544,male,employer
2111,New Mexico,0.5564068830450448,3544,male,employer
2112,New York,0.6370626608567133,3544,male,employer
2113,North Carolina,0.6319315527990104,3544,male,employer
2114,North Dakota,0.7689735937440974,3544,male,employer
2115,Ohio,0.6935949967651499,3544,male,employer
2116,Oklahoma,0.6094995932451179,3544,male,employer
2117,Oregon,0.6879541965841407,3544,male,employer
2118,Pennsylvania,0.7169189292331177,3544,male,employer
2119,Rhode Island,0.6695200416742929,3544,male,employer
2120,South Carolina,0.6174319886926315,3544,male,employer
2121,South Dakota,0.6788733352610005,3544,male,employer
2122,Tennessee,0.6464605989514544,3544,male,employer
2123,Texas,0.622460876067209,3544,male,employer
2124,Utah,0.7110501554087335,3544,male,employer
2125,Vermont,0.654093973037272,3544,male,employer
2126,Virginia,0.6987318390110475,3544,male,employer
2127,Washington,0.7276946934240092,3544,male,employer
2128,West Virginia,0.6421856811667922,3544,male,employer
2129,Wisconsin,0.7443385030453271,3544,male,employer
